COMPANY_CODE;RECEIVE_NUMBER;RECEIVE_DATE;ORDER_LAYOUT_TYPE;TOTAL_GROSS_AMOUNT;TOTAL_DISCOUNT_AMOUNT;TOTAL_NET_AMOUNT;TOTAL_TAX_AMOUNT;PACKING_POSTING_AMOUNT;PACKING_POSTING_TAX_AMOUNT;TOTAL_INVOICE_AMOUNT;TOTAL_DETAIL_LINE_COUNT
AB31;11451302;20230530;RX;6000.00;0.00;6000.00;0.00;0.00;0.00;0.00;2
AB31;11451303;20230530;RX;22310.00;0.00;22310.00;0.00;0.00;0.00;0.00;2
AB31;24979434;20230530;RX;1000.00;0.00;1000.00;0.00;0.00;0.00;0.00;2
AB31;24979435;20230530;RX;7040.00;0.00;7040.00;0.00;0.00;0.00;0.00;2
AB31;24979436;20230530;RX;8200.00;0.00;8200.00;0.00;0.00;0.00;0.00;2
AB31;24979437;20230530;RX;9200.00;1790.00;7410.00;0.00;0.00;0.00;0.00;2
AB31;11451304;20230530;RX;4310.00;0.00;4310.00;0.00;0.00;0.00;0.00;2
AB31;11451305;20230530;RX;11405.00;0.00;11405.00;0.00;0.00;0.00;0.00;2
AB31;24979438;20230530;RX;12524.00;0.00;12524.00;0.00;0.00;0.00;0.00;2
AB31;11451306;20230530;RX;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2
AB37;11451307;20230530;RX;6400.00;0.00;6400.00;0.00;0.00;0.00;0.00;2
AB31;24979440;20230530;RX;6800.00;0.00;6800.00;0.00;0.00;0.00;0.00;2
AB31;11451308;20230530;RX;3900.00;0.00;3900.00;0.00;0.00;0.00;0.00;2
AB31;24979441;20230530;RX;3300.00;0.00;3300.00;0.00;0.00;0.00;0.00;2
AB31;24979443;20230530;RX;992.00;0.00;992.00;0.00;0.00;0.00;0.00;2
AB31;24979444;20230530;RX;11000.00;0.00;11000.00;0.00;0.00;0.00;0.00;2
AB31;24979445;20230530;RX;14600.00;3056.00;11544.00;0.00;0.00;0.00;0.00;2
AB31;11451309;20230530;RX;1512.00;0.00;1512.00;0.00;0.00;0.00;0.00;2
AB31;24979446;20230530;RX;3300.00;0.00;3300.00;0.00;0.00;0.00;0.00;2
AB31;11451310;20230530;RX;2700.00;0.00;2700.00;0.00;0.00;0.00;0.00;2
AB31;24979447;20230530;RX;4300.00;0.00;4300.00;0.00;0.00;0.00;0.00;2
AB31;24979448;20230530;RX;6338.00;0.00;6338.00;0.00;0.00;0.00;0.00;2
AB37;11451312;20230530;RX;34800.00;34800.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979449;20230530;RX;3038.00;0.00;3038.00;0.00;0.00;0.00;0.00;2
AB37;24979450;20230530;RX;2120.00;0.00;2120.00;0.00;0.00;0.00;0.00;2
AB31;24979451;20230530;RX;840.00;0.00;840.00;0.00;0.00;0.00;0.00;2
AB31;24979452;20230530;RX;23500.00;9176.00;14324.00;0.00;0.00;0.00;0.00;2
AB31;24979453;20230530;RX;21200.00;4080.00;17120.00;0.00;0.00;0.00;0.00;2
AB31;24979454;20230530;RX;992.00;0.00;992.00;0.00;0.00;0.00;0.00;2
AB31;11451313;20230530;RX;5902.00;0.00;5902.00;0.00;0.00;0.00;0.00;2
AB31;24979460;20230530;RX;2450.00;0.00;2450.00;0.00;0.00;0.00;0.00;2
AB31;24979461;20230530;RX;4850.00;0.00;4850.00;0.00;0.00;0.00;0.00;2
AB31;11451315;20230530;RX;6660.00;0.00;6660.00;0.00;0.00;0.00;0.00;2
AB31;11451316;20230530;RX;8890.00;8890.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979462;20230530;RX;10440.00;0.00;10440.00;0.00;0.00;0.00;0.00;2
AB31;24979463;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979464;20230530;RX;21400.00;0.00;21400.00;0.00;0.00;0.00;0.00;2
AB31;24979465;20230530;RX;22900.00;5610.00;17290.00;0.00;0.00;0.00;0.00;2
AB31;11451317;20230530;RX;20900.00;8002.00;12898.00;0.00;0.00;0.00;0.00;2
AB31;24979466;20230530;RX;26600.00;7896.00;18704.00;0.00;0.00;0.00;0.00;2
AB37;11451301;20230530;ST;2454.00;0.00;2454.00;0.00;0.00;368.00;2822.00;2
AB31;24979439;20230530;ST;450.00;0.00;450.00;0.00;0.00;0.00;450.00;2
AB31;24979442;20230530;ST;8000.00;6480.00;1520.00;0.00;0.00;0.00;1520.00;2
AB31;11451311;20230530;ST;1700.00;850.00;850.00;0.00;0.00;0.00;850.00;2
AB31;24979455;20230530;ST;210.00;0.00;210.00;0.00;0.00;0.00;210.00;1
AB31;24979456;20230530;ST;210.00;0.00;210.00;0.00;0.00;0.00;210.00;1
AB31;24979457;20230530;ST;210.00;0.00;210.00;0.00;0.00;0.00;210.00;1
AB31;24979458;20230530;ST;210.00;0.00;210.00;0.00;0.00;0.00;210.00;1
AB31;24979459;20230530;ST;210.00;0.00;210.00;0.00;0.00;0.00;210.00;1
AB31;11451314;20230530;ST;1700.00;850.00;850.00;0.00;0.00;0.00;850.00;2
AB31;24979257;20230530;RX;4960.00;0.00;4960.00;0.00;0.00;0.00;0.00;2
AB31;24979258;20230530;RX;5708.00;0.00;5708.00;0.00;0.00;0.00;0.00;2
AB31;24979259;20230530;RX;824.00;0.00;824.00;0.00;0.00;0.00;0.00;2
AB31;24979260;20230530;RX;8600.00;0.00;8600.00;0.00;0.00;0.00;0.00;2
AB37;24979261;20230530;RX;2120.00;0.00;2120.00;0.00;0.00;0.00;0.00;2
AB37;24979262;20230530;RX;11200.00;0.00;11200.00;0.00;0.00;0.00;0.00;2
AB31;24979263;20230530;RX;5300.00;0.00;5300.00;0.00;0.00;0.00;0.00;2
AB31;24979264;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979265;20230530;RX;1510.00;0.00;1510.00;0.00;0.00;0.00;0.00;2
AB31;24979266;20230530;RX;2182.00;0.00;2182.00;0.00;0.00;0.00;0.00;2
AB31;24979267;20230530;RX;9600.00;0.00;9600.00;0.00;0.00;0.00;0.00;2
AB31;11451236;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;11451237;20230530;RX;5562.00;0.00;5562.00;0.00;0.00;0.00;0.00;2
AB31;24979268;20230530;RX;17000.00;0.00;17000.00;0.00;0.00;0.00;0.00;2
AB31;24979269;20230530;RX;21380.00;0.00;21380.00;0.00;0.00;0.00;0.00;2
AB31;11451238;20230530;RX;2440.00;520.00;1920.00;0.00;0.00;0.00;0.00;2
AB37;24979270;20230530;RX;22200.00;0.00;22200.00;0.00;0.00;0.00;0.00;2
AB31;11451239;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;11451240;20230530;RX;4254.00;0.00;4254.00;0.00;0.00;0.00;0.00;2
AB31;11451241;20230530;RX;2900.00;0.00;2900.00;0.00;0.00;0.00;0.00;2
AB31;11451242;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979271;20230530;RX;25150.00;0.00;25150.00;0.00;0.00;0.00;0.00;2
AB31;11451243;20230530;RX;1480.00;0.00;1480.00;0.00;0.00;0.00;0.00;2
AB31;11451244;20230530;RX;11400.00;0.00;11400.00;0.00;0.00;0.00;0.00;2
AB31;24979272;20230530;RX;2182.00;0.00;2182.00;0.00;0.00;0.00;0.00;2
AB31;24979273;20230530;RX;1700.00;0.00;1700.00;0.00;0.00;0.00;0.00;2
AB31;24979274;20230530;RX;6900.00;0.00;6900.00;0.00;0.00;0.00;0.00;2
AB31;24979275;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979276;20230530;RX;12800.00;0.00;12800.00;0.00;0.00;0.00;0.00;2
AB31;24979277;20230530;RX;2340.00;0.00;2340.00;0.00;0.00;0.00;0.00;2
AB31;11451245;20230530;RX;5652.00;0.00;5652.00;0.00;0.00;0.00;0.00;2
AB31;11451246;20230530;RX;1800.00;400.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;24979280;20230530;RX;800.00;0.00;800.00;0.00;0.00;0.00;0.00;2
AB31;24979281;20230530;RX;800.00;0.00;800.00;0.00;0.00;0.00;0.00;2
AB31;24979282;20230530;RX;800.00;0.00;800.00;0.00;0.00;0.00;0.00;2
AB31;24979283;20230530;RX;800.00;0.00;800.00;0.00;0.00;0.00;0.00;2
AB31;24979284;20230530;RX;440.00;0.00;440.00;0.00;0.00;0.00;0.00;2
AB31;24979285;20230530;RX;800.00;0.00;800.00;0.00;0.00;0.00;0.00;2
AB31;24979791;20230530;RX;29854.00;0.00;29854.00;0.00;0.00;0.00;0.00;2
AB31;24979792;20230530;RX;2700.00;0.00;2700.00;0.00;0.00;0.00;0.00;2
AB31;11451419;20230530;RX;13700.00;13700.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979793;20230530;RX;7110.00;0.00;7110.00;0.00;0.00;0.00;0.00;2
AB31;24979794;20230530;RX;4560.00;0.00;4560.00;0.00;0.00;0.00;0.00;2
AB31;24979795;20230530;RX;1812.00;0.00;1812.00;0.00;0.00;0.00;0.00;2
AB37;11451421;20230530;RX;14350.00;7175.00;7175.00;0.00;0.00;0.00;0.00;2
AB31;24979796;20230530;RX;17200.00;5010.00;12190.00;0.00;0.00;0.00;0.00;2
AB31;24979797;20230530;RX;25164.00;0.00;25164.00;0.00;0.00;0.00;0.00;2
AB31;24979798;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB37;11451423;20230530;RX;1350.00;0.00;1350.00;0.00;0.00;0.00;0.00;2
AB31;24979799;20230530;RX;3100.00;0.00;3100.00;0.00;0.00;0.00;0.00;2
AB31;24979800;20230530;RX;4970.00;0.00;4970.00;0.00;0.00;0.00;0.00;2
AB31;24979801;20230530;RX;5710.00;0.00;5710.00;0.00;0.00;0.00;0.00;2
AB31;24979802;20230530;RX;5700.00;0.00;5700.00;0.00;0.00;0.00;0.00;2
AB31;24979803;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24979804;20230530;RX;2700.00;0.00;2700.00;0.00;0.00;0.00;0.00;2
AB31;24979806;20230530;RX;8100.00;0.00;8100.00;0.00;0.00;0.00;0.00;2
AB37;11451424;20230530;RX;10000.00;5000.00;5000.00;0.00;0.00;0.00;0.00;2
AB31;24979807;20230530;RX;1000.00;0.00;1000.00;0.00;0.00;0.00;0.00;2
AB31;24979808;20230530;RX;28900.00;7028.00;21872.00;0.00;0.00;0.00;0.00;2
AB31;24979809;20230530;RX;3904.00;0.00;3904.00;0.00;0.00;0.00;0.00;2
AB31;11451425;20230530;RX;5800.00;5800.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979810;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979811;20230530;RX;16826.00;0.00;16826.00;0.00;0.00;0.00;0.00;2
AB31;24979812;20230530;RX;5580.00;0.00;5580.00;0.00;0.00;0.00;0.00;2
AB31;24979813;20230530;RX;14500.00;0.00;14500.00;0.00;0.00;0.00;0.00;2
AB31;24979814;20230530;RX;25080.00;0.00;25080.00;0.00;0.00;0.00;0.00;2
AB31;11451420;20230530;ST;1820.00;0.00;1820.00;0.00;0.00;0.00;1820.00;2
AB31;11451422;20230530;ST;4000.00;3200.00;800.00;0.00;0.00;0.00;800.00;2
AB31;11451089;20230530;RX;18100.00;1220.00;16880.00;0.00;0.00;0.00;0.00;2
AB31;24978973;20230530;RX;11400.00;0.00;11400.00;0.00;0.00;0.00;0.00;2
AB31;11451090;20230530;RX;3440.00;0.00;3440.00;0.00;0.00;0.00;0.00;2
AB31;24978974;20230530;RX;24600.00;9190.00;15410.00;0.00;0.00;0.00;0.00;2
AB37;24978975;20230530;RX;17908.00;0.00;17908.00;0.00;0.00;0.00;0.00;2
AB31;24978976;20230530;RX;680.00;0.00;680.00;0.00;0.00;0.00;0.00;2
AB31;11451091;20230530;RX;3800.00;0.00;3800.00;0.00;0.00;0.00;0.00;2
AB31;24978977;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451092;20230530;RX;3800.00;0.00;3800.00;0.00;0.00;0.00;0.00;2
AB37;11451093;20230530;RX;11349.00;0.00;11349.00;0.00;0.00;0.00;0.00;2
AB31;11451094;20230530;RX;9200.00;0.00;9200.00;0.00;0.00;0.00;0.00;2
AB37;24978978;20230530;RX;21400.00;0.00;21400.00;0.00;0.00;0.00;0.00;2
AB31;24978979;20230530;RX;20300.00;6332.00;13968.00;0.00;0.00;0.00;0.00;2
AB31;24978980;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24978981;20230530;RX;1100.00;0.00;1100.00;0.00;0.00;0.00;0.00;2
AB31;11451095;20230530;RX;1560.00;0.00;1560.00;0.00;0.00;0.00;0.00;2
AB31;24978982;20230530;RX;600.00;0.00;600.00;0.00;0.00;0.00;0.00;2
AB31;24978983;20230530;RX;600.00;0.00;600.00;0.00;0.00;0.00;0.00;2
AB37;24978984;20230530;RX;21400.00;0.00;21400.00;0.00;0.00;0.00;0.00;2
AB31;24981280;20230530;RX;2702.00;0.00;2702.00;0.00;0.00;0.00;0.00;2
AB31;24981281;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24981282;20230530;RX;6702.00;0.00;6702.00;0.00;0.00;0.00;0.00;2
AB31;24981283;20230530;RX;3662.00;0.00;3662.00;0.00;0.00;0.00;0.00;2
AB31;24981284;20230530;RX;5102.00;0.00;5102.00;0.00;0.00;0.00;0.00;2
AB31;24981285;20230530;RX;7702.00;0.00;7702.00;0.00;0.00;0.00;0.00;2
AB31;24981286;20230530;RX;5002.00;0.00;5002.00;0.00;0.00;0.00;0.00;2
AB31;24981287;20230530;RX;2860.00;0.00;2860.00;0.00;0.00;0.00;0.00;2
AB31;24981290;20230530;RX;2702.00;0.00;2702.00;0.00;0.00;0.00;0.00;2
AB31;24981291;20230530;RX;1970.00;0.00;1970.00;0.00;0.00;0.00;0.00;2
AB31;24981292;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24981293;20230530;RX;1240.00;0.00;1240.00;0.00;0.00;0.00;0.00;2
AB31;24981294;20230530;RX;6702.00;0.00;6702.00;0.00;0.00;0.00;0.00;2
AB31;24981295;20230530;RX;3960.00;0.00;3960.00;0.00;0.00;0.00;0.00;2
AB31;24981296;20230530;RX;3302.00;0.00;3302.00;0.00;0.00;0.00;0.00;2
AB31;24981297;20230530;RX;4160.00;0.00;4160.00;0.00;0.00;0.00;0.00;2
AB31;24981298;20230530;RX;4702.00;0.00;4702.00;0.00;0.00;0.00;0.00;2
AB31;24981299;20230530;RX;5902.00;0.00;5902.00;0.00;0.00;0.00;0.00;2
AB31;24981300;20230530;RX;14420.00;0.00;14420.00;0.00;0.00;0.00;0.00;2
AB31;24981301;20230530;RX;2702.00;0.00;2702.00;0.00;0.00;0.00;0.00;2
AB31;24981302;20230530;RX;2860.00;0.00;2860.00;0.00;0.00;0.00;0.00;2
AB31;24981303;20230530;RX;6702.00;0.00;6702.00;0.00;0.00;0.00;0.00;2
AB31;24981304;20230530;RX;3302.00;0.00;3302.00;0.00;0.00;0.00;0.00;2
AB31;24981305;20230530;RX;2140.00;0.00;2140.00;0.00;0.00;0.00;0.00;2
AB31;24981306;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24981307;20230530;RX;1240.00;0.00;1240.00;0.00;0.00;0.00;0.00;2
AB31;24981308;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24981311;20230530;RX;2702.00;0.00;2702.00;0.00;0.00;0.00;0.00;2
AB31;24981312;20230530;RX;9702.00;0.00;9702.00;0.00;0.00;0.00;0.00;2
AB31;24981313;20230530;RX;9702.00;0.00;9702.00;0.00;0.00;0.00;0.00;2
AB31;24981314;20230530;RX;7898.00;0.00;7898.00;0.00;0.00;0.00;0.00;2
AB31;24981315;20230530;RX;10060.00;0.00;10060.00;0.00;0.00;0.00;0.00;2
AB31;24981316;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24981317;20230530;RX;2140.00;0.00;2140.00;0.00;0.00;0.00;0.00;2
AB31;24981318;20230530;RX;5860.00;0.00;5860.00;0.00;0.00;0.00;0.00;2
AB31;24981319;20230530;RX;1812.00;0.00;1812.00;0.00;0.00;0.00;0.00;2
AB31;24981320;20230530;RX;3802.00;0.00;3802.00;0.00;0.00;0.00;0.00;2
AB31;24981321;20230530;RX;2664.00;0.00;2664.00;0.00;0.00;0.00;0.00;2
AB31;24981322;20230530;RX;2860.00;0.00;2860.00;0.00;0.00;0.00;0.00;2
AB31;24981323;20230530;RX;1812.00;0.00;1812.00;0.00;0.00;0.00;0.00;2
AB31;24981324;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24981325;20230530;RX;5160.00;0.00;5160.00;0.00;0.00;0.00;0.00;2
AB31;24981326;20230530;RX;5860.00;0.00;5860.00;0.00;0.00;0.00;0.00;2
AB31;24981327;20230530;RX;8002.00;0.00;8002.00;0.00;0.00;0.00;0.00;2
AB31;24981328;20230530;RX;7260.00;0.00;7260.00;0.00;0.00;0.00;0.00;2
AB31;24981329;20230530;RX;12020.00;0.00;12020.00;0.00;0.00;0.00;0.00;2
AB31;24981330;20230530;RX;3702.00;0.00;3702.00;0.00;0.00;0.00;0.00;2
AB31;24981331;20230530;RX;7102.00;0.00;7102.00;0.00;0.00;0.00;0.00;2
AB31;24981332;20230530;RX;11502.00;0.00;11502.00;0.00;0.00;0.00;0.00;2
AB31;24981288;20230530;ST;322.00;0.00;322.00;0.00;0.00;0.00;322.00;2
AB31;24981289;20230530;ST;322.00;0.00;322.00;0.00;0.00;0.00;322.00;2
AB31;24981309;20230530;ST;580.00;0.00;580.00;0.00;0.00;0.00;580.00;2
AB31;24981310;20230530;ST;580.00;0.00;580.00;0.00;0.00;0.00;580.00;2
AB31;24978930;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;11451064;20230530;RX;7940.00;0.00;7940.00;0.00;0.00;0.00;0.00;2
AB31;24978931;20230530;RX;4200.00;0.00;4200.00;0.00;0.00;0.00;0.00;2
AB31;11451065;20230530;RX;14500.00;0.00;14500.00;0.00;0.00;0.00;0.00;2
AB31;11451066;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB37;24978932;20230530;RX;4100.00;900.00;3200.00;0.00;0.00;0.00;0.00;2
AB37;24978933;20230530;RX;19000.00;0.00;19000.00;0.00;0.00;0.00;0.00;2
AB31;24978934;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451067;20230530;RX;6550.00;0.00;6550.00;0.00;0.00;0.00;0.00;2
AB31;24978935;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24978936;20230530;RX;6900.00;0.00;6900.00;0.00;0.00;0.00;0.00;2
AB37;24978937;20230530;RX;4546.00;0.00;4546.00;0.00;0.00;0.00;0.00;2
AB31;24980675;20230530;RX;26610.00;0.00;26610.00;0.00;0.00;0.00;0.00;2
AB31;24980677;20230530;RX;2700.00;0.00;2700.00;0.00;0.00;0.00;0.00;2
AB31;24980678;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24980679;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;11451812;20230530;RX;7200.00;0.00;7200.00;0.00;0.00;0.00;0.00;2
AB31;24980680;20230530;RX;3500.00;0.00;3500.00;0.00;0.00;0.00;0.00;2
AB31;24980681;20230530;RX;2700.00;0.00;2700.00;0.00;0.00;0.00;0.00;2
AB31;24980682;20230530;RX;19810.00;0.00;19810.00;0.00;0.00;0.00;0.00;2
AB31;24980683;20230530;RX;8744.00;0.00;8744.00;0.00;0.00;0.00;0.00;2
AB31;24980684;20230530;RX;2850.00;0.00;2850.00;0.00;0.00;0.00;0.00;2
AB31;24980685;20230530;RX;10544.00;0.00;10544.00;0.00;0.00;0.00;0.00;2
AB31;24980686;20230530;RX;1100.00;0.00;1100.00;0.00;0.00;0.00;0.00;2
AB31;24980687;20230530;RX;1240.00;0.00;1240.00;0.00;0.00;0.00;0.00;2
AB31;24980688;20230530;RX;15598.00;0.00;15598.00;0.00;0.00;0.00;0.00;2
AB31;24980689;20230530;RX;3800.00;0.00;3800.00;0.00;0.00;0.00;0.00;2
AB31;24980690;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451813;20230530;RX;12500.00;12500.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980691;20230530;RX;4574.00;0.00;4574.00;0.00;0.00;0.00;0.00;2
AB31;24980692;20230530;RX;6000.00;0.00;6000.00;0.00;0.00;0.00;0.00;2
AB31;24980693;20230530;RX;29300.00;9664.00;19636.00;0.00;0.00;0.00;0.00;2
AB31;24980694;20230530;RX;6900.00;0.00;6900.00;0.00;0.00;0.00;0.00;2
AB31;24980695;20230530;RX;14400.00;0.00;14400.00;0.00;0.00;0.00;0.00;2
AB31;24980696;20230530;RX;13508.00;0.00;13508.00;0.00;0.00;0.00;0.00;2
AB31;24980697;20230530;RX;5510.00;0.00;5510.00;0.00;0.00;0.00;0.00;2
AB31;24980698;20230530;RX;19810.00;0.00;19810.00;0.00;0.00;0.00;0.00;2
AB31;11451814;20230530;RX;4300.00;0.00;4300.00;0.00;0.00;0.00;0.00;2
AB31;24980700;20230530;RX;3502.00;0.00;3502.00;0.00;0.00;0.00;0.00;2
AB31;24980701;20230530;RX;14500.00;0.00;14500.00;0.00;0.00;0.00;0.00;2
AB31;24980702;20230530;RX;4360.00;0.00;4360.00;0.00;0.00;0.00;0.00;2
AB31;11451815;20230530;RX;30000.00;0.00;30000.00;0.00;0.00;0.00;0.00;2
AB31;24980703;20230530;RX;10120.00;0.00;10120.00;0.00;0.00;0.00;0.00;2
AB31;24980704;20230530;RX;9694.00;0.00;9694.00;0.00;0.00;0.00;0.00;2
AB31;24980705;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980706;20230530;RX;1220.00;0.00;1220.00;0.00;0.00;0.00;0.00;2
AB31;24980707;20230530;RX;14900.00;1470.00;13430.00;0.00;0.00;0.00;0.00;2
AB31;24980708;20230530;RX;31500.00;10212.00;21288.00;0.00;0.00;0.00;0.00;2
AB31;24980709;20230530;RX;5900.00;0.00;5900.00;0.00;0.00;0.00;0.00;2
AB31;24980710;20230530;RX;4320.00;0.00;4320.00;0.00;0.00;0.00;0.00;2
AB31;24980711;20230530;RX;29600.00;0.00;29600.00;0.00;0.00;0.00;0.00;2
AB31;24980712;20230530;RX;5502.00;0.00;5502.00;0.00;0.00;0.00;0.00;2
AB31;24980713;20230530;RX;2700.00;0.00;2700.00;0.00;0.00;0.00;0.00;2
AB31;24980714;20230530;RX;3400.00;0.00;3400.00;0.00;0.00;0.00;0.00;2
AB31;11451816;20230530;RX;5440.00;0.00;5440.00;0.00;0.00;0.00;0.00;2
AB31;11451817;20230530;RX;10410.00;0.00;10410.00;0.00;0.00;0.00;0.00;2
AB31;24980676;20230530;ST;580.00;0.00;580.00;0.00;0.00;0.00;580.00;2
AB31;24980699;20230530;ST;7800.00;1560.00;6240.00;0.00;0.00;0.00;6240.00;2
AB31;24980715;20230530;ST;600.00;0.00;600.00;0.00;0.00;0.00;600.00;2
AB31;11451885;20230530;RX;3450.00;0.00;3450.00;0.00;0.00;0.00;0.00;2
AB31;24980938;20230530;RX;2700.00;0.00;2700.00;0.00;0.00;0.00;0.00;2
AB31;11451886;20230530;RX;1470.00;0.00;1470.00;0.00;0.00;0.00;0.00;2
AB31;11451887;20230530;RX;20800.00;0.00;20800.00;0.00;0.00;0.00;0.00;2
AB31;24980939;20230530;RX;7502.00;0.00;7502.00;0.00;0.00;0.00;0.00;2
AB31;24980940;20230530;RX;6650.00;0.00;6650.00;0.00;0.00;0.00;0.00;2
AB31;11451888;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980941;20230530;RX;10848.00;0.00;10848.00;0.00;0.00;0.00;0.00;2
AB31;24980942;20230530;RX;10724.00;0.00;10724.00;0.00;0.00;0.00;0.00;2
AB31;24980943;20230530;RX;6074.00;0.00;6074.00;0.00;0.00;0.00;0.00;2
AB31;11451889;20230530;RX;1406.00;0.00;1406.00;0.00;0.00;0.00;0.00;2
AB31;11451890;20230530;RX;19800.00;0.00;19800.00;0.00;0.00;0.00;0.00;2
AB31;11451891;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980944;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24980945;20230530;RX;1970.00;0.00;1970.00;0.00;0.00;0.00;0.00;2
AB31;24980946;20230530;RX;8200.00;0.00;8200.00;0.00;0.00;0.00;0.00;2
AB31;24980947;20230530;RX;2800.00;0.00;2800.00;0.00;0.00;0.00;0.00;2
AB31;24980948;20230530;RX;14338.00;0.00;14338.00;0.00;0.00;0.00;0.00;2
AB31;24980949;20230530;RX;17000.00;4880.00;12120.00;0.00;0.00;0.00;0.00;2
AB31;24980950;20230530;RX;6302.00;0.00;6302.00;0.00;0.00;0.00;0.00;2
AB31;24980951;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;11451892;20230530;RX;19800.00;0.00;19800.00;0.00;0.00;0.00;0.00;2
AB31;24980952;20230530;RX;16300.00;0.00;16300.00;0.00;0.00;0.00;0.00;2
AB31;11451893;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980953;20230530;RX;10800.00;0.00;10800.00;0.00;0.00;0.00;0.00;2
AB31;24969088;20230524;RX;5200.00;0.00;5200.00;0.00;0.00;0.00;0.00;2
AB31;24981239;20230530;RX;9506.00;0.00;9506.00;0.00;0.00;0.00;0.00;2
AB31;24981240;20230530;RX;1702.00;0.00;1702.00;0.00;0.00;0.00;0.00;2
AB31;24981241;20230530;RX;6904.00;0.00;6904.00;0.00;0.00;0.00;0.00;2
AB31;24981242;20230530;RX;2860.00;0.00;2860.00;0.00;0.00;0.00;0.00;2
AB31;24981243;20230530;RX;3402.00;0.00;3402.00;0.00;0.00;0.00;0.00;2
AB31;24981238;20230530;ST;322.00;0.00;322.00;0.00;0.00;0.00;322.00;2
AB31;40000956;20230530;BL;69300.00;0.00;69300.00;0.00;0.00;0.00;0.00;49
AB31;24979990;20230530;RX;17800.00;2526.00;15274.00;0.00;0.00;0.00;0.00;2
AB31;24979991;20230530;RX;3100.00;0.00;3100.00;0.00;0.00;0.00;0.00;2
AB31;11451519;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB37;24979993;20230530;RX;14000.00;0.00;14000.00;0.00;0.00;0.00;0.00;2
AB31;11451522;20230530;RX;4200.00;400.00;3800.00;0.00;0.00;0.00;0.00;2
AB37;11451523;20230530;RX;1350.00;0.00;1350.00;0.00;0.00;0.00;0.00;2
AB31;24979994;20230530;RX;8400.00;0.00;8400.00;0.00;0.00;0.00;0.00;2
AB31;24979995;20230530;RX;1220.00;0.00;1220.00;0.00;0.00;0.00;0.00;2
AB31;24979997;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24979998;20230530;RX;2925.00;0.00;2925.00;0.00;0.00;0.00;0.00;2
AB31;24979999;20230530;RX;10100.00;0.00;10100.00;0.00;0.00;0.00;0.00;2
AB31;11451524;20230530;RX;8040.00;400.00;7640.00;0.00;0.00;0.00;0.00;2
